CUI	               Name	               Odds ratio (ASD vs Non-psychiatric)	               Odds ratio (ASD vs Psychiatric)	               Frequency (%, positive, ASD)	               Frequency (%,negative, ASD)	               Frequency (%,positive, Non-psychiatric)	               Frequency (%,negative, Non-psychiatric)	               Frequency (%,positive, Psychiatric)	               Frequency (%,negative, Psychiatric)	               TUI
C3551535	Mitral regurgitation, mild	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0026613	disorders motor skill	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T048
C0578205	Difficulty getting into shower	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C4062866	Frequent snacking	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0557355	On work experience	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C1096596	discomfort foot	2.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.0	T184
C0521762	Positional nystagmus, variable eye direction	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T184
C0030542	Child Relationships, Parent	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T054
C2168236	legs feel restless	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T184
C2091048	sent mobile crisis unit to home	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T058
C1317644	Previous dental surgery	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.0	T033
C4062016	Decrease in cuddling	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C2008882	mood frustrated	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0877359	Increased liver function tests	2.0	1.0	0.4673	0.0	0.4673	0.0	0.2336	0.0	T033
C0476477	unhappiness	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T041
C0680238	Discord	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T054
C0564823	Pain in right lower limb	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C4062886	Misperception	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C4280682	Eyelid fasciculation	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T033
C2034377	parental concerns: child cries a lot	2.0	0.6667	1.1682	0.5841	0.3505	0.1168	0.0	0.0	T184
C0742906	elevated C-reactive protein	2.0	0.5	0.4673	0.0	0.9346	0.1168	0.2336	0.1168	T033
C0242979	fatigue muscles	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C1396126	Perioral eczema	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C0566189	Difficulty communicating feelings	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T033
C1820693	Careless mistakes	2.0	0.6667	0.2336	0.1168	0.3505	0.1168	0.0	0.0	T033
C0451602	Postnatal examination minor problem found	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.1168	T033
C0037421	Isolation;social	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T054
C0562483	Persistent cough	2.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.0	T184
C0018581	handwash	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T052
C0438285	Slight response to treatment	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0237059	Mild hydronephrosis	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C1822399	Thrashing	2.0	1.3333	0.4673	0.2336	0.3505	0.2336	0.1168	0.0	T033
C3843505	Deeply	2.0	2.0	0.2336	0.1168	0.0	0.1168	0.0	0.0	T033
C2182632	milestone: uses words to communicate	2.0	1.0	0.2336	0.1168	0.2336	0.1168	0.0	0.0	T033
C0009443	cold; common	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C0027066	Myoclonus NOS	2.0	1.0	0.2336	0.1168	0.4673	0.2336	0.1168	0.1168	T184
C0311334	Epilepsies, Generalized Convulsive	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T047
C0455607	History of - food allergy	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0392335	Cognitive functioning	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T041
C0871099	positive negative symptoms	2.0	2.0	0.2336	0.1168	0.0	0.1168	0.0	0.0	T184
C2041421	ultrasound of abdomen: thickened pyloric muscle of stomach	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0563327	Difficulty performing oral motor functions	2.0	0.4	0.2336	0.0	0.5841	0.1168	0.0	0.0	T033
C0231651	flail arm	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0155544	External ear conductive hearing loss	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T047
C0004077	Assertiveness	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T055
C0003962	Ascites	2.0	0.5714	0.2336	0.0	0.8178	0.2336	0.1168	0.0	T047
C0232602	RETCHING	2.0	0.8571	0.7009	0.3505	1.6355	0.7009	0.0	0.0	T184
C0747632	PLEURAL BASED LESION STABLE	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C3806829	Muscle weakness, severe	2.0	0.4	0.2336	0.0	0.5841	0.0	0.0	0.0	T033
C0240262	LUNG SCAN V/Q MISMATCH	2.0	2.0	0.2336	0.1168	0.1168	0.0	0.0	0.0	T033
C0019209	hepatomegaly	2.0	1.0	0.1168	0.0	0.7009	0.7009	0.1168	0.2336	T033
C0747635	bilateral pleural effusion	2.0	0.3333	0.2336	0.1168	0.7009	0.1168	0.0	0.0	T047
C0582130	Taking sips of water	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0027343	ingrown nail	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C3258160	Significant tissue loss	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.1168	0.0	T033
C0020488	HYPERNATREMIA	2.0	4.0	0.4673	0.1168	0.1168	0.0	0.2336	0.0	T047
C1850544	Hypernatremic dehydration	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0232417	Skin temperature, increased	2.0	0.4	0.2336	0.0	0.5841	0.0	0.0	0.0	T033
C0850666	Infection caused by Helicobacter pylori	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T047
C0022576	Keratoconjunctivitides, Infectious	2.0	2.5	0.2336	0.1168	0.4673	0.5841	0.0	0.0	T047
C3251812	Bleeding risk	2.0	1.0	0.2336	0.0	0.2336	0.1168	0.0	0.0	T033
C0745769	LIVING ARRANGEMENT TENUOUS	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C1551345	acute inpatient encounter	2.0	0.2857	0.2336	0.0	0.8178	0.0	0.1168	0.0	T058
C0859927	Increased work of breathing	2.0	0.6667	0.3505	0.3505	1.4019	0.9346	0.2336	0.4673	T184
C0439808	PROFOUND	2.0	0.1667	0.2336	0.0	1.4019	0.1168	0.0	0.1168	T080
C0586796	Using inhaled steroids - high dose	2.0	1.0	0.4673	0.0	0.4673	0.0	0.2336	0.1168	T033
C4060590	Difficulty accessing support	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T033
C1998122	insufficiency; respiratory, chronic	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C1115737	Number of previous doses	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0277873	Nasal Flaring	2.0	2.0	0.4673	0.1168	0.2336	0.1168	0.2336	0.0	T184
C0085557	Infectious disease prevention/control NOS	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.1168	0.0	T058
C2129246	midback pain worsens with coughing or sneezing	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C4268580	localized slight aggressive periodontitis	2.0	2.0	0.2336	0.1168	0.0	0.1168	0.0	0.0	T047
C0524637	Psychology Recognition	2.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.0	T041
C0584950	Spatial awareness	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T041
C0457024	Anxiety about vomiting in public	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0516990	Cognitive limitations	2.0	0.5	0.2336	0.0	0.4673	0.0	0.1168	0.0	T033
C0015469	facial paralyses	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T047
C1279412	Periodic paralysis (finding)	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T047
C2106315	coffee consumption recently increased	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0086969	self management	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T058
C0021192	indeterminate leprosy	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T047
C0150084	Altered thought processes	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T033
C0848342	frequent passing of stools	2.0	0.5714	0.4673	0.0	0.8178	0.0	0.2336	0.0	T184
C0235267	eye redness	2.0	0.6667	0.2336	0.0	0.3505	0.1168	0.1168	0.0	T184
C1836598	Incomplete penetrance	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C2207327	EEG with central sharp waves	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C2237142	Global developmental delay, moderate	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.1168	T033
C4014389	Poor fine motor skills	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T033
C0557303	Frequent changes of school	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T033
C0860103	Poor writing skills	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T080
C0362009	Non-reflux ulcer of oesophagus	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T047
C3482027	Central apnea index	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C3483978	Anxiety score	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0935578	harassment	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.0	T048
C1659179	checkup for a mole	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T058
C1619760	Level of activity assessed (nma-no measure associated)	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T058
C0814458	care by level of intensity	2.0	0.25	0.2336	0.0	0.9346	0.0	0.0	0.0	T080
C2202984	weak grasp	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0566415	Unable to feed self	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T033
C0517117	Dresses self (child development)	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C1821640	Ties shoes	2.0	2.0	0.2336	0.0	0.0	0.1168	0.0	0.0	T033
C4273845	Difficulty following instructions	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C3151142	Chorea, mild (in some)	2.0	2.0	0.2336	0.1168	0.1168	0.0	0.0	0.0	T033
C0007384	Cataplexy	2.0	4.0	0.2336	0.1168	0.1168	0.2336	0.0	0.0	T047
C2197393	early heel rise during swing phase of gait	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C1822252	Wets clothing or bedding during night	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T033
C1821309	Disruption of routine	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C1858586	Mild anemia	2.0	4.0	0.4673	0.0	0.1168	0.0	0.2336	0.0	T033
C2036532	stuttering impact pediatric more noticeable on playground	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T033
C0518192	Play behaviour	2.0	0.2857	0.2336	0.0	0.8178	0.1168	0.0	0.0	T033
C1849236	Severe combined immunodeficiency, atypical	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C0239083	COMPREHENSION IMPAIRMENT	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0437099	O/E - cracked nipple	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0009671	Conflict, Psychology	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T055
C3843248	Can Do With a Little Difficulty	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T033
C0429286	Dominant theta activity	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C1837400	Abnormal EEG with epileptiform changes	2.0	2.0	0.2336	0.1168	0.2336	0.2336	0.0	0.0	T033
C3639953	Complete Atrioventricular Canal Defect Balanced	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.1168	0.0	T047
C1827396	Refractory infantile spasms	2.0	1.0	0.2336	0.1168	0.2336	0.0	0.0	0.0	T047
C0740379	CORTISOL DECREASED	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T033
C0424961	baby; crying constantly	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.0	T033
C0427423	Serum folate low	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C2189319	verbal skills limited to single words	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0745623	LABOR RECHECK	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.1168	T047
C0585186	Cutaneous hypersensitivity	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T047
C2183453	difficulty understanding speech	2.0	0.5	0.2336	0.0	0.4673	0.0	0.1168	0.0	T184
C0579191	Left home	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T054
C0855221	Jealous delusion	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T048
C1610712	Point injection therapy each injection	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T058
C0242292	Syndrome, McCune-Albright	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T047
C0859294	Enteritis due to other viruses	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T047
C0949570	Hypersensitivities, Wheat	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.0	T047
C0038363	APHTHOUS STOMATITIS	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T047
C0037943	spinal puncture	2.0	0.2222	0.2336	0.1168	1.0514	0.0	0.1168	0.0	T058
C3276997	Motor regression	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.1168	T033
C1968889	Environmental triggers - cold and wet exposure	2.0	2.0	0.2336	0.1168	0.0	0.1168	0.0	0.0	T033
C0576325	Daylight sign of the toes	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0935620	Emotional states	2.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.0	T041
C0426740	consistency stool	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C2041135	3-lead electrocardiogram rhythm strip: fully dependent pacemaker in place	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C1273102	Ability to comprehend concepts	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T041
C0237354	sleep/rest pattern disrupts family	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0850024	Gluten sensitivity	2.0	0.4	0.2336	0.0	0.5841	0.0	0.0	0.0	T047
C0085077	Sweets Syndrome	2.0	2.0	0.4673	0.0	0.2336	0.0	0.2336	0.0	T047
C0566039	Difficulty using words	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0577503	Difficulty initiating spontaneous play	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0240805	Prodrome	2.0	2.0	0.0	0.1168	0.0	0.2336	0.1168	0.2336	T184
C0858725	Twitching of neck and face	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T184
C0567366	Croupy cough	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0518665	Arrests within the last year	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0333164	narrow	2.0	2.0	0.2336	0.1168	0.0	0.0	0.1168	0.0	T080
C3552400	Swallowing difficulties (in some patients)	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T033
C1858036	Periorbital fullness	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C2749369	Prominence of the premaxilla	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.1168	T033
C4063494	WISC-IV perceptual reasoning confidence index	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C1532530	Full spectrum	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T080
C2127123	hematemesis in large amounts	2.0	1.0	0.2336	0.1168	0.2336	0.1168	0.1168	0.0	T184
C0869474	Dyscalculia	2.0	0.6667	0.2336	0.1168	0.3505	0.0	0.0	0.0	T048
C2219816	excruciating lower back pain	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C0743410	EKG CHANGE ACUTE	2.0	2.0	0.1168	0.1168	0.2336	0.4673	0.0	0.2336	T033
C0745076	Poor;hygiene	2.0	0.5	0.2336	0.0	0.4673	0.0	0.1168	0.0	T033
C2014242	orthopantogram: mucosal thickening of both maxillary sinuses	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C2136039	currently in public school	2.0	0.5	0.2336	0.1168	0.4673	0.0	0.0	0.0	T033
C0750903	Suppression amblyopia	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T047
C0751352	myoclonus nocturnal	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C0394007	atonic cerebral palsy	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T047
C0018464	Behaviorial Habits	2.0	2.4	0.9346	0.0	1.1682	0.3505	0.4673	0.0	T055
C0007952	Personality Character	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T041
C1864808	Cysts may disappear on their own (10%)	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T033
C2922444	rnax provide back rub	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T058
C2911120	Behavioral insomnia of childhood, sleep onset association type	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T033
C2040683	echocardiography: ostium secundum defect of atrial septum	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C1865017	Thin upper lip vermilion	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0424730	Finding of palmar crease	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0423113	Telecanthus	2.0	0.6667	0.2336	0.1168	0.3505	0.1168	0.0	0.0	T033
C0080141	Racial Segregation	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T054
C2317641	BRCA1 pathogenic variant	2.0	0.5	0.2336	0.0	0.4673	0.1168	0.0	0.0	T033
C0268542	ornithine carbamoyltransferase deficiency	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T047
C0178269	Diseases of the ear and mastoid process (H60-H95)	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T047
C0013261	Retraction Syndrome, Duane	2.0	1.0	0.2336	0.1168	0.2336	0.0	0.0	0.0	T047
C0748427	Right atrial enlargement	2.0	1.0	0.2336	0.1168	0.2336	0.0	0.0	0.0	T047
C2183455	difficulty using mathematical symbols	2.0	0.4	0.2336	0.0	0.5841	0.0	0.0	0.0	T033
C0205208	Solid	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T080
C1644714	Additional dosage instructions	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T058
C4063507	wiat-iii subtests word reading standard score	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0424431	Craving for particular food	2.0	2.0	0.4673	0.2336	0.3505	0.3505	0.1168	0.1168	T033
C0420617	One or more organs examined	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0497305	Feeling anxious/nervous/tense	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T184
C0005911	Weight Change, Body	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.1168	0.0	T033
C3697661	Suspected victim of emotional abuse	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0151315	neck stiffness	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T184
C0518988	Abscess dental	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C4268599	Food-protein induced enterocolitis syndrome	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C0002878	Hemolytic anemia	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T047
C3889086	Milk protein allergy	2.0	1.0	0.2336	0.1168	0.2336	0.0	0.0	0.0	T047
C1271923	Attends respiratory support group	2.0	0.3333	0.2336	0.1168	1.4019	0.2336	0.1168	0.0	T033
C0576700	Sensation of a lesion	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T184
C4227768	High-arched palate (family A)	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C3650708	Managing Aggressive Behavior	2.0	2.0	0.2336	0.0	0.1168	0.0	0.1168	0.0	T058
C0566283	Does drink from a feeder cup	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0748804	skin lesion hypopigmented	2.0	2.0	0.2336	0.1168	0.0	0.0	0.0	0.0	T033
C0456006	Avery's syndrome	2.0	2.0	0.2336	0.1168	0.1168	0.0	0.0	0.0	T047
C3809877	PRADER-WILLI-LIKE SYNDROME	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T047
C2220728	fluid collection around transplanted kidney	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C2010447	garbled words	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T184
C4237334	Other specified neurodevelopmental disorder	2.0	2.0	0.2336	0.0	0.0	0.1168	0.0	0.0	T048
C1844374	Persistent bleeding after trauma	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0680440	generational differences	2.0	0.5	0.2336	0.0	0.4673	0.0	0.0	0.0	T054
C0205289	Maximal (qualifier value)	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T080
C0338614	Psychotic episode NOS	2.0	1.0	0.2336	0.1168	0.2336	0.0	0.0	0.0	T048
C0205318	Uncontrolled	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T080
C0241254	Mucus in stools	2.0	1.0	0.2336	0.1168	0.2336	0.1168	0.0	0.0	T033
C2206519	EEG temporal sharp waves	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T033
C0231918	Nose symptoms	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C0581124	Mild asthma	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T033
C2186233	reported abnormal chest x-ray	2.0	0.6667	0.2336	0.1168	0.3505	0.0	0.1168	0.0	T033
C0420248	Medication increased	2.0	1.0	0.2336	0.0	0.2336	0.1168	0.0	0.0	T033
C0426187	Failure of foetal head to enter pelvic brim	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C2188439	decrease in urinary frequency	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T184
C0700502	Hypothyroidism;acquired	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T047
C0560868	Difficulty bending to reach feet	2.0	2.0	0.2336	0.0	0.0	0.0	0.1168	0.0	T033
C3278783	Occasionally low-dose insulin required	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T033
C0558261	terrifying	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0516815	Breast fullness prior to feeding	2.0	1.0	0.2336	0.0	0.2336	0.0	0.1168	0.0	T033
C0426585	Always hungry	2.0	0.4	0.4673	0.2336	0.5841	0.0	0.1168	0.1168	T033
C0458243	Breast temperature	2.0	2.0	0.2336	0.1168	0.1168	0.0	0.1168	0.0	T033
C0237429	Reading Aloud	2.0	0.6667	0.2336	0.0	0.3505	0.1168	0.1168	0.0	T056
C0746559	METABOLIC PICTURE COMPLEX	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C3845681	Significant change in status assessment	2.0	1.0	0.2336	0.1168	0.4673	0.2336	0.1168	0.1168	T033
C0234259	sensitive smell	2.0	0.4	0.2336	0.0	0.5841	0.0	0.1168	0.0	T184
C0423724	Low tolerance of pain	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0517268	Draws a circle	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C1852222	Failure of Tooth Eruption, Primary	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C0515800	Set limits for therapeutic play session	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T058
C0234878	Whimpering	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T055
C0398711	Specific antibody deficiency	2.0	2.0	0.2336	0.0	0.1168	0.1168	0.0	0.0	T047
C1863722	Very low IgM	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0000727	Acute Abdomen	2.0	2.5	0.0	0.1168	0.2336	0.5841	0.0	0.2336	T184
C0424804	smell breath	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0426664	Abdominal muscles tense	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C3806298	Little spontaneous breath	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C1697881	Absolute CD8 lymphocytes decreased	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0150079	Sleep Pattern Disturbance	2.0	2.0	0.2336	0.1168	0.0	0.1168	0.0	0.0	T033
C3552771	Delayed psychomotor development, moderate to severe	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C3650890	Assessing School Performance	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T058
C0581381	Recurrent upper respiratory tract infection	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
C3468256	breathing strategies: deeper inhalation	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T058
C0240701	PENIS, SMALL	2.0	1.0	0.2336	0.0	0.2336	0.0	0.0	0.0	T033
C0149958	Partial complex seizures	2.0	0.6667	0.2336	0.1168	0.3505	0.0	0.1168	0.0	T047
C0151905	Increased alanine aminotransferase	2.0	0.6667	0.2336	0.0	0.3505	0.0	0.0	0.0	T033
C0683267	cognitive learning	2.0	2.0	0.2336	0.0	0.0	0.1168	0.0	0.0	T041
C1553874	Concept Status - Proposed	2.0	0.5	0.2336	0.1168	0.4673	0.0	0.0	0.0	T080
C0424272	Resistance to changes in environment	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C2135846	difficulty brushing teeth	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0677363	Establish a security system	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T058
C0578223	Difficulty getting in bath	2.0	2.0	0.2336	0.0	0.0	0.0	0.0	0.0	T033
C0556281	Fine motor impairment	2.0	0.2	0.2336	0.0	1.1682	0.1168	0.0	0.0	T033
C0034068	Pulmonary Eosinophilias	2.0	2.0	0.2336	0.0	0.1168	0.0	0.0	0.0	T047
